time,hip_angle,knee_angle,ankle_angle,grf_vertical,grf_anterior_posterior,hip_flexor_activation,hip_extensor_activation,knee_extensor_activation,knee_flexor_activation,ankle_plantar_activation,ankle_dorsi_activation
0.0,5.0,0.0,-0.0,67.45550500377566,-0.0,0.010737345861498644,0.1258042243274486,0.0,0.04185390484207038,0.0,0.055847258266200656
0.010084033613445377,5.5277534713046235,0.6597855187438203,-0.26387673565231184,86.18596970861027,-13.1829390476037,0.0,0.25112813679803053,0.016384442939531556,0.051909221174397426,0.08123525222445786,0.14246129596658585
0.020168067226890754,6.0540359990284776,1.31829390476037,-0.5270179995142388,108.57306065460853,-26.26385575628493,0.0,0.29891283036498173,0.06921103141704937,0.008550253751436887,0.002151452732689056,0.07136999444242724
0.03025210084033613,6.577380739374375,1.9742504974409016,-0.7886903696871874,134.85713381848564,-39.1415173347025,0.066380675510369,0.34153962660512893,0.10126419796031336,0.0,0.0692659422672122,0.1769504821670782
0.04033613445378151,7.096329036685465,2.626385575628493,-1.0481645183427326,165.15514580662128,-51.716263976394615,0.0,0.47868441099571,0.15361957915638674,0.0,0.0,0.19124770833311822
0.050420168067226885,7.609434488980167,3.2734368153901454,-1.3047172444900834,199.42364079718038,-63.89078012379777,0.09183810751683251,0.5542917123539982,0.16440995634353317,0.0,0.017555213572937205,0.08722223376122813
0.06050420168067226,8.115266979333915,3.9141517334702502,-1.5576334896669575,237.42559156623338,-75.57084759019942,0.03930319350985849,0.5700905443462394,0.13762943022045004,0.0,0.0,0.20591356233880342
0.07058823529411765,8.61241666187153,4.547290111695653,-1.8062083309357646,278.7050200523227,-86.66607471123767,0.0,0.650470221226203,0.1816166366042577,0.05159405324553925,0.023329484226061563,0.20308369136291995
0.08067226890756302,9.099497891260535,5.171626397639462,-2.049748945630268,322.5733298952393,-97.09059588306826,0.0,0.7886816316039915,0.24474580326838996,0.011004931401251148,0.0,0.12834158364122258
0.09075630252100839,9.57515308475323,5.785952076896693,-2.2875765423766152,368.1108132627657,-106.76373607349564,0.0,0.8292536085202372,0.2592512308724124,0.005833104623114691,0.0,0.07197338044743841
0.10084033613445377,10.038056506013294,6.389078012379777,-2.5190282530066472,414.18581742857754,-115.61063516343803,0.0,0.8207003260499965,0.3247390411820132,0.053913211174818135,0.0,0.03745279496864444
0.11092436974789915,10.486917960180739,6.979836746105794,-2.7434589800903693,459.49261409412134,-123.56282728696767,0.003528200233888201,0.859969817345736,0.5025534674965527,0.0,0.031579880436147775,0.05125610411621715
0.12100840336134452,10.92048638987638,7.557084759019942,-2.9602431949381907,502.60722417728675,-130.55877068643292,0.01173296080945173,0.8874116730368099,0.5533788762005484,0.0,0.0,0.0
0.1310924369747899,11.337553362123161,8.119704684480947,-3.1687766810615807,542.0585005758318,-136.54432398213046,0.0,0.8913617801368938,0.550366866248218,0.05398377864211165,0.05161489194243758,0.024194699147474817
0.1411764705882353,11.736956436465572,8.666607471123767,-3.368478218232786,576.4098990270004,-141.47316517069163,0.032075571462298356,0.8502230775318841,0.5448155999486806,0.09839928734459466,0.0,0.03676110060407212
0.15126050420168066,12.117582404899709,9.196734490913057,-3.5587912024498554,604.3458286153677,-145.30715010956828,0.0,0.8525028680563587,0.602838578040245,0.0,0.02359772477854123,0.017375200368476666
0.16134453781512603,12.478370394583642,9.709059588306825,-3.739185197291822,624.7555041125314,-148.0166077133185,0.04348961292130427,0.7279987515946542,0.7461238513193749,0.08425304466737212,0.03551861191373969,0.01286550268248518
0.1714285714285714,12.818314824680296,10.202591066563793,-3.909157412340149,636.8069974619258,-149.58056957717702,0.02187936406494767,0.6204512588932541,0.6588685167208814,0.0,0.09903672214844111,0.028146513084020084
0.18151260504201677,13.1364682090916,10.676373607349564,-4.0682341045458,640.0047876947585,-149.9869322508616,0.02841994279562463,0.596965472277216,0.7025273628169671,0.0,0.0,0.008417324464446808
0.19159663865546217,13.431943797272186,11.129490119925936,-4.215971898636093,634.2255071482942,-149.23255090678333,0.032679310161142915,0.5469837442280056,0.7319451151765637,0.023841736058578276,0.0,0.049845352756422594
0.20168067226890754,13.703918045762194,11.561063516343804,-4.351959022881097,619.7286323789548,-147.32326367776557,0.0,0.38227447899175704,0.6487651314548744,0.0,0.06901339432310033,0.0141285828816699
0.2117647058823529,13.951632913550624,11.970258409203593,-4.475816456775312,597.141328686652,-144.27384647592285,0.019912116742063578,0.40339770482967746,0.5452129474923599,0.08091521713504685,0.001472578530714256,0.012715326637243356
0.2218487394957983,14.174397974871564,12.356282728696767,-4.587198987435782,567.4192224134111,-140.10789864235505,0.0,0.31719698174662325,0.619391097334747,0.0,0.06871177771380803,0.0
0.23193277310924368,14.371592343544656,12.718389255798446,-4.685796171772328,531.787221525201,-134.8576603126097,0.10450789565514271,0.24004981905944978,0.5117310896597232,0.033136376908960874,0.03230754216376165,0.03162289016503597
0.24201680672268905,14.542666403496229,13.055877068643293,-4.7713332017481145,491.6663387340164,-128.56376291131573,0.0,0.1971588106949742,0.5568033718894384,0.014613888211972306,0.043726859745665536,0.0
0.25210084033613445,14.687143340637887,13.368092899284992,-4.843571670318942,448.5935719016859,-121.27491470690244,0.01715252875408334,0.09692641033864946,0.4352010586019922,0.0837821724873823,0.05244827015008453,0.0
0.2621848739495798,14.804620471832866,13.654432398213046,-4.902310235916433,404.14214667309494,-113.0475238598855,0.03002148289704997,0.0720784073453682,0.36412409751422126,0.013602675223744455,0.06594834351529899,0.11809182019329693
